"" "" "" "" "" "" "" "" "foldChange"
"CCR3" 6.8999331289556 0 12.0669031384033 0 0.000357894736842105 0.159657142857143 0 0.131703703703704 -1.21276595744681
"ADAT2" 22.199666769896 0.143387096774194 35.0670868451175 0.155052208835341 0.00087101366114524 0.472475524475524 0 0.386120967741935 0.82456140350877
"PDIA6" 33.3524358541986 0 66.51033726661 0 5.40540540540541e-05 0.543744136460554 0 0.152 0.824561403508772
"LOC286052" 17.5025842708774 0.964 5.48876892989926 0.912 5e-05 0.520965197215777 0 0.353526530612245 0.824561403508724
"CCDC115" 19.1504147869642 0 21.3470619086061 0 0 0.0586153846153846 0 0.130848484848485 0.82456140350877
"SFMBT2" 29.9553908173773 0 56.8146058740645 0 -7.97448165869219e-06 0 0 0.277297539149888 -1.21276595744681
"WNT5A" 30.074856731242 0 37.5534530811517 0.0010995670995671 0 0.526599542334096 0 0.353526530612245 -1.21276595744681
"FBXO3" 37.5773703974075 0 17.3469439338416 0 0.000691160593792173 0.520965197215777 0 0.260076555023923 0.824561403508773
"ZFYVE26" 39.353234080463 0 35.7284002131587 0 0.000212325686009897 0.345148325358852 0 0.209176470588235 0.824561403508771
"ADAM10" 18.8416204681848 0 38.9880171864617 0 0.000673414304993252 0.520965197215777 0 0.170447368421053 0.824561403508768
"DNM2" 32.4210133578318 0 31.789967477015 0 0 0.520965197215777 0 0.232474576271186 -1.21276595744681
"NFKBIE" 4.30410560234655 0 45.2934907153958 0 -5.26315789473684e-05 0.229732484076433 0 0.149678571428571 -1.21276595744681
"CD300LB" 16.8156187096822 0 12.655718902715 0 0 0.520965197215777 0 0.19639175257732 -1.21276595744681
"SRFBP1" 30.3043091894378 0 54.6638841980109 0 0.000312162162162162 0.77404743083004 0 0.242842377260982 0.824561403508771
"ANPEP" 8.35574617539079 0 30.9206187035995 0 0 0.608552577319588 0 0.270060889929742 0.824561403508796
